course_version,day,session,worked_well,could_be_improved
1,Day 3,Data visualization,Instructions were very clear and it was really nice to make the figures,can't think of anything
1,Day 3,Data visualization,Again I really like the code-along sections. It works very well.,I do not have any feedback.
1,Day 3,Data visualization,Code-along,?
1,Day 3,Data visualization,NA,all good
1,Day 3,Data visualization,Good to see all the examples of different data visualization in R. Coding along is good.,?
1,Day 3,Data visualization,"Nice to try a lot of different plots, grams etc. with both discrete and continuous variables. Code-along sessions worked very well",NA
1,Day 3,Data visualization,That we were through so many different figure styles,Nothing
1,Day 3,Data visualization,The code along was super nice. Very excited to implement ggplot2 in my work.,Nothing comes to mind.
1,Day 3,Data visualization,"The instructor was good at saying what she typed, i.e. ""this is the package, this is the function in the package"" etc.",can't come up with anything
1,Day 3,Data visualization,Showing how to utilize the %>% together with geom_ . Working directly in the R markdown was also great,"More a general thing; it could also be practical if some of the scripts did not work, and one would have to figure out why/how to fix it."
1,Day 3,Data visualization,"As for the previous sessions and days, the code-along format works very well!","Perhaps a few practical examples of why it's better to use ggplot instead of base R plotting? And in general,  a short explanation of how and when different packages work together and when they don't?"
1,Day 3,Data visualization,everything,nothing
1,Day 3,Data visualization,nice content and examples,too short
1,Day 3,Data visualization,It was very nice to get to try out different ways of visualizing the data. It was good that we spent a lot of time on this and was shown many ways to alter and play around with the figures.,I don't know.
1,Day 3,Data visualization,"I found this section one of the most useful for my research, since I often need to probe 'omics data in many different ways. It was fairly detailed, showing types of data/graphs, themes, customisation etc.",Even more time spent here! More customisation of specific figures!
1,Day 3,Data visualization,"Rally nice to create different types of graphs, and to talk about some dos and dont's when making figures.",nothing
1,Day 3,Data visualization,It was super interesting and usefull.,More time to try to create and change graphs.
1,Day 3,Data visualization,code along was nice,I don't know
1,Day 3,Data visualization,graphs,was great
1,Day 3,Data visualization,"Being shown the different ways to plot the data, and number of variables we can/should include","Whilst I understand that it should be towards the end of the course, with all the basics being taught prior, it might be nice to have more emphasise on them as it is one of the most important aspect/reason for attending the R course"
1,Day 3,Data visualization,Examples of various types of data,x
1,Day 3,Data visualization,"Creating tables, graphs using ggplot and all that was taught in the class",Improved
1,Day 3,Data visualization,"Once again, the code-along approach","Nothing really, it could be longer. Maybe you could add some examples of ""how you we (as teachers) use RStudio in our workflow"". E.g. when do you code in your script-file and when do you ""try it out"" in your markdown file and see the outputs. Do you do a lot of switching back and forth or do you finish the entire code before using markdown."
1,Day 3,Data visualization,Very nice interaction and organization.,Nothing to add.
1,Day 3,Data visualization,Graphs look nice. Very good text and description on the webside.,"Remember to show how to put names at X and Y axis. That is important for ""nice"" graphs."
1,Day 3,Data visualization,working along with the instructorwas helpful and that let me build a final cheet sheet of my own,May be a bit more time in coding along would have been helpful
1,Day 3,Data visualization,"It was a great session, usually I have found pieces of code in google to plot some data and I never completely understood what aes or geom meant. With today's session I learned how to effectively use ggplot :)","I don't have any complains, I found it really useful"
1,Day 3,Data visualization,Data visualation did go pretty well. I enjoyed almost all part of it due to the need that I will have to this part in my career.,"Including more analysis for principle component analysis (PCA), PLS-DA, Heatmap analysis and etc, might improve it."
1,Day 3,Data visualization,"The tempo was great, not too slow or too fast.",I cant think of anything to be improved  besides mayby  the excercise 8.5 was too easy when we could copy most of the codes.
1,Day 3,Data visualization,"code along, different themes, touching different aspects of the ggplot2",even more aspects. Creating your own theme.
1,Day 3,Data visualization,It was the most fun and relateable session. Luke did a great job. Many times during this session I thought: this is the best course ever!,This session should last longer! :D
1,Day 3,Data visualization,The examples used were easy to understand and follow the codes.,Maybe dedicate more time working on this topic.
1,Day 3,Data visualization,Very nice that you go through so many different types of graphs and how you build the layers with ggplot,It was a shame that we were behind schedule so some of the session was a bit rushed
1,Day 3,Data visualization,Really good to try different types of plots and get a quick overview.,All was good.
1,Day 3,Data visualization,The code-along,a bit more time to do the exercises
1,Day 3,Data visualization,clear tutoring session,more hands coding exercises
2,Day 3,Data visualization,making plots step by step,it was a bit too fast
2,Day 3,Data visualization,All good!,All good!
2,Day 3,Data visualization,Very interesting and important topic! Everything was good.,NA
2,Day 3,Data visualization,"Interesting, well structured and -paced.",Maybe a bit more about scaling things in the graphs and changing colours as we want (not according to a theme)?
2,Day 3,Data visualization,"Good pace during the ""follow the instructor coding""",Maybe a few more exercises during this session
2,Day 3,Data visualization,Not applicable,Not applicable
2,Day 3,Data visualization,good instructions,NA
2,Day 3,Data visualization,I think the session gave a lot of relevant information.,There were a lot of examples which was good. But I think that it might have been better to have fewer examples and have more focus on understanding the program instead.
2,Day 3,Data visualization,I didnt know that ggplot is easy. i tried to read the documentation before but havent managed to make it worked.,perhaps more tips on how to explore different properties of ggplot. i found it difficult to understand documentation.
2,Day 3,Data visualization,Everything worked fine. Good and pedagogical lecture,A bit short of time at the end. Felt stressed.
2,Day 3,Data visualization,Could see a lot of different graphs in a short amount of time,could include even more type of plots
2,Day 3,Data visualization,no complains,a bit higher tempo
2,Day 3,Data visualization,The code and follow and examples.,I was happy with the content.
2,Day 3,Data visualization,Everything was perfect! Really liked on how many graphical stuff we can do by coding.,"Even more practical examples with a whole day only for data visualization, because I think it was the most important part for us scientists."
2,Day 3,Data visualization,I was able to produce all the ggplots,At times it was a bit quick but Anders slowed down and repeated things when you asked so it was all good
2,Day 3,Data visualization,It was good to have some more hands-on typing and less reading,Maybe more varieties in plots that are shown
2,Day 3,Data visualization,"It was great, very clear and easy to follow.",I think is great the way is taught
2,Day 3,Data visualization,"The code-along session was really well organized, and aspects of it built logically on top of one another.",It would have been nice to have more time.
2,Day 3,Data visualization,It was very smooth and easy to follow along,"As I followed along a lot, I am not sure of how everything works."
2,Day 3,Data visualization,I think it was a very useful session where we've learned some fundamental skills.,It was going a tiny bit fast but it was fine
2,Day 3,Data visualization,It was super fun! There was a good pace and it was really nice with a lot of exercises.,"I understand that there is no room for it, but if I could ask for one more thing it would be to learn how to customize the pictures more (in terms of font, sizes etc)"
2,Day 3,Data visualization,the information about the layers. I used ggplot before but without understanding most of the time what corresponds to what.,I think it was very complete
2,Day 3,Data visualization,"It is great with practical ""hands on"" sessions.",Slower tempo to really understand what we were doing.
2,Day 3,Data visualization,"The follow along coding really comes into its own here, was very interactive and could really see what kind of things were possible. Fired the imagination well.","The pace was too fast towards the end. When writing down the example questions, the pace was such that I couldn't really think about the questions, just rush to write down everything necessary."
2,Day 3,Data visualization,"The lecture, code-along and the exercises.",Have more time to go a bit slowly for each step.
2,Day 3,Data visualization,"Good instructions, easy to follow along.",More time on the exercises to actually get to practice what you learned.
2,Day 3,Data visualization,I really liked all the tools provided and the pace at which it was teach.I find all of the exercises very helpful.,"I would have like to have more time for this session so that we can go through different functions such as changing the size of the labels, seeing more about the different color palettes, etc."
2,Day 3,Data visualization,Increaseing level of complexity to graphs and code along,More time to explain why we choose this type of code not the other; or why some variables look better on x/y/color. I would prefer to spend more time on different aspects of visualization than on basics of Day 1.
2,Day 3,Data visualization,"It was so inspiring and charming. I cant stop imaging what I will be able to with visualization  tools. You made this session maybe even a bit more easer , thanks for that.",I wish that it could be longer. Maybe showing how to plot error bars or working with replicate measurements and their standard deviations. Surely I can find them in some other sources but still wanted to mention.
2,Day 3,Data visualization,good examples and exercises,more content
2,Day 3,Data visualization,It was easy to follow instructions and writing the code worked well.,"For me, the pace was just to high. I managed to write the code as the leader did but no time to reflect."
2,Day 3,Data visualization,Really easy to follow all the data wrangling workflow!,It would be nice to see more plot examples
2,Day 3,Data visualization,The session was step by step and well explained. It was overall very easy to understand.,maybe there could be some more advanced tasks for the ones who have already had a bit of previous experience
2,Day 3,Data visualization,It was good to code along and try to do many different types of plots.,As the time is limited I think there is nothing to improve because we covered a lot.
2,Day 3,Data visualization,I really liked that we were able to test different charts step by step.,"maybe a few more examples to practice, but other than that everything was ok"
2,Day 3,Data visualization,Material was very clear and ggplot2 very useful for creating figures.,"If there would be more time, more emphasis could be put into explaining in more detail how to modify the visual style of the figures."
2,Day 3,Data visualization,"Like the previous days I enjoyed the code along set up, to actually type in the code yourself is really helpful in learning.",It felt like we ran out of time a bit so the later parts of the session content was a bit rushed over. Good still that the material is available online so it will be possible ot repeat/catch up later.
1,Day 3,group project assignment,the group discussion and brainstorming and having one member to code and others to google or search from the reading materials,the data sheet was confusing
1,Day 3,group project assignment,interaction,short time
1,Day 3,group project assignment,I think it was a good assignment and good opportunity to practice and apply what we've learnt.,"Hmm, I think it's good as it is."
1,Day 3,group project assignment,"Giving us the opportunity to go from beginning to end. Practice collaborating, merging the docs and actively engaging with GitHub.",Maybe a little bit more time to have something more detailed and logical.
1,Day 3,group project assignment,good to try to stand on your own feet,"Maybe provide a smaller and more tidy dataset, so we don't use a lot of time on this (we can do that at home)"
1,Day 3,group project assignment,We could help each other out.,More clear instructions and suggest to follow the steps that are in the book from the beggining.
1,Day 3,group project assignment,Trying out what we have learned on a dataset,Making the repository on Github ourselves
1,Day 3,group project assignment,practice visualising a dataset and see the result of collaboration in R,was great
1,Day 3,group project assignment,"Having an instructor attached to the group, and having someone to discuss things with",NA
1,Day 3,group project assignment,Experimenting with R and Git,Get a bit more time to finish the final report
1,Day 3,group project assignment,"Distributing tasks, Merging the R markdown file and pulling and pushing files into and from Git.",Improved
1,Day 3,group project assignment,It was nice trying to do it yourself.,A little more time.
1,Day 3,group project assignment,"Instructions were very clear, support was provided when necessary.",Pre-establishing what files and tasks should be performed. Creativity takes time and that is out of course focus.
1,Day 3,group project assignment,"Nice with group work! Very useful, because you discuss things","The start procedure. Maybe it could be describe a little better. Maybe made an easier dataset, so you don not waist time to understand it."
1,Day 3,group project assignment,The guidance from the  instructors was good,I think it will be helpful to carry out teh donwlaoding of the data part the day before so  the teams have time to look over the data and spend more time today on working
1,Day 3,group project assignment,I think it was the most important part of the course. It was great to put everything we learned to test. I really enjoyed it.,"I only think that 30 more minutes of project could have benefit most of the projects, but i also understand that the point of the session is just to check if our documents were reproducible"
1,Day 3,group project assignment,"That was also very good, I could also learn things from my groupmates",None
1,Day 3,group project assignment,Trying to do everything from scratch. Would maybe be fun to start up on day 2 setting up the markdowm and looking at the data etc for an hour and the day 3 we make the asignment.,Would maybe be fun to start up on day 2 setting up the markdowm and looking at the data etc for an hour and the day 3 we make the asignment.
1,Day 3,group project assignment,working in a group was nice and seeing the power of github.,The data cleaning requires more experience before we are able to clean it properly and also more time to be familiar with the data. We were a bit confused when the instructors did not follow what was written on the website.
1,Day 3,group project assignment,It was great opportunity to talk with the rest of the group and get an idea of how much people have learned from the course. It was an amazing and inspiring experience.,I think everyone should do all the steps. I felt lost many times during the first part when we had to download the package. But overall very great.
1,Day 3,group project assignment,High quality of reading material.,Not to much time to accomplish the activity.
1,Day 3,group project assignment,"Nice to get some data to work with yourself, so you can an idea of the problems you will encounter when working with your own data","Maybe a little too short time so get much done, since it can take some time just to figure out what to do with data - maybe half an hour could be allocated on day 1 and 2, just to get familiar with the data in a way that corresponds to what you've learned that day."
1,Day 3,group project assignment,To have a group assignment at the end of the course was good.,We quickly choose the zika dataset and later realized that it was a mistake. The options in the dataset were limited and we spent too much time on deciding the potential plot/table we want to go for. Trying to reproduce data from published papers with simple analyses could be tested also.
1,Day 3,group project assignment,A good idea to finish the course with hands-on assignments,Either the assignment was to vague and undefined or we had to little time and to little supervision.
1,Day 3,group project assignment,great to share and work together,longer time
2,Day 3,group project assignment,good to combined everything I have learnt in the past three days,/
2,Day 3,group project assignment,all good!,all good!
2,Day 3,group project assignment,The difficulty level and the amount of work per time.,NA
2,Day 3,group project assignment,"Fun, interesting to collaborate in real time.","Clearer ""make one table like X"", ""include X, Y and Z as a figure"" – now a lot of people made the same figures and it took a while to get started with the task."
2,Day 3,group project assignment,The workload was good,A few more optional and more specific/advanced sub-assignments
2,Day 3,group project assignment,Everything,Fine as it is.
2,Day 3,group project assignment,good collaboration,maybe more time
2,Day 3,group project assignment,It was fun to have so much freedom in the project.,I am not sure.
2,Day 3,group project assignment,i can be reminded of how to do things. it is always difficult to remember all the codes we learned in the past few days,"Hmm i dont know. it worked well, i think. cannot think of any."
2,Day 3,group project assignment,Teamwork,"Really short on time. Data set was ""broken"" and had to be fixed and it took a lot of time"
2,Day 3,group project assignment,We were ready with the material provided to perform this project,nothing to mention here
2,Day 3,group project assignment,no complains,a bit higher tempo
2,Day 3,group project assignment,Being able to work individually but also working together at the start for data cleanup.,I was happy with it. It was challenging which I think was good.
2,Day 3,group project assignment,Worked fine!,Nothing.
2,Day 3,group project assignment,"The final report was able to run, with a bit of help from my group members I was able to produce the necessary figures",Perhaps a bit more detailed which figures we should do. On the other hand the freedom was also nice
2,Day 3,group project assignment,It was interesting to work on a different data set and try to figure out what to plot and how to present the data.,More time or maybe coordinate the different projects and assign them to the group. More time to look through each group's files so the whole class can see the different types of plots that are possible/get more ideas for how to plot data
2,Day 3,group project assignment,"I think it worked really well because our group had one of the volunteers to help, so she had more experience and helped a lot with different doubts",I think is great the way is was realized
2,Day 3,group project assignment,It was a nice way to learn how to actually apply the concepts we'd learned in a more realistic setting.,"The instructions for how to get started were a bit confusing, which caused delays in getting started. This issue compounded on the fact that the amount of time we had was very short."
2,Day 3,group project assignment,"The instructions were really clear, easy to find a dataset",Maybe set an expectation of how much should be done per person/as a group. We understand one table and at least one figure per person
2,Day 3,group project assignment,It was useful to get to use the tool in a more concret example.,Maybe increase the need to interact with the other member of the team
2,Day 3,group project assignment,I think we were well prepared for the task and it was fun to have a lot of freedom.,"It was hard to set the barrier of how hard to make it for ourselves, but I guess that's individual and nothing you can do anything about."
2,Day 3,group project assignment,Very well!,Maybe assigning bthe type of data by the lecturers beforehand so not all the group have the same dataset would make it more fun
2,Day 3,group project assignment,It was nice to practice what we have learning and also nice to do it in a group to be able to help each other.,It would have been nice with an introduction to the task from the teachers.
2,Day 3,group project assignment,Was great to put the coding into action. Thoroughly enjoyed this step.,"More time would be nice. I would have enjoyed doing some more sophisticated plots, however I suspect however much time you give people will find a way to fill it.Maybe some other data sets that draw people in so its not all squirrels and turtles?"
2,Day 3,group project assignment,Everything.,Nothing.
2,Day 3,group project assignment,Nice to work together in a group and get some hands-on practice but also be able to learn from each other as well as help others.,That it is clear to everyone that they have to finish within the time....but I think it was though..
2,Day 3,group project assignment,I really likes my teammates and I think the project really help to practice everything that we learned during the course. I felt datasets were very well chosen because they were similar to the ones seen in class.,"Probably more time to perform the groups assignment, and topic distribution so that it was something more than turtles and squirrels haha"
2,Day 3,group project assignment,It's good to practice newly acquired skills as soon as possible.,"Unfortunately, we've chosen a highly categoric dataset and were struggling a little bit with that (squirrels), but that's on us. Also, it wasn't easy for me to work in this way because it's hard to trust other people coding skills and wait for them to provide their parts. But that's something I discovered today ; )"
2,Day 3,group project assignment,it was very easy to follow and I felt confident when I saw some outputs with my own code. It was structured wisely.,"It was a bit difficult to transfer the raw data and clean. If we did not have a good helper in our team, I dont know how we would manage it. Also I wish that we could make some examples of transfering a very simle excel file to R."
2,Day 3,group project assignment,"Clear tasks and procedure, and good enough for collaboration",maybe let everyone have their name on final report
2,Day 3,group project assignment,?,?
2,Day 3,group project assignment,Everyone managed to get reproducible projects! Great job!,It would be great to have small challanges on what to visualize?
2,Day 3,group project assignment,the task was adequately challenging and fun to do.,No comments
2,Day 3,group project assignment,It worked well to start working together and then divide tasks so we could be more productive. And then merge everything together again. It was very good to have the change to practice how to use Github with the members of the team as collaborators.,"We could maybe have two sessions of group assignment, one on the second day and the continuation on the third day."
2,Day 3,group project assignment,Well-described tasks and good communication in the group.,Difficult to say
2,Day 3,group project assignment,The group project was very good for going through things that we learned during the course.,I was happy with the group project.
2,Day 3,group project assignment,"Really good with an exercise without too much guidance, a good opportunity to start practising on your own. A lot of room to try out things we learnt in the sessions and also new things. A huge benefit of working in a group was that you could get help from other group members, which made it easier for me as a total beginner to get going.","During the work I was missing clearer instructions on what we were going to do with the data (what results to show in the report), it felt like we spent quite some time trying to understand the data and what variables we could use. But now afterwards I think it was ok, after all the important thing was not to present excellent scientific data but to be able to get something out in a report using the coding we learnt. So maybe the instructions don't need to be clearer, but stressing that whatever you plot or show in the report figures and tables is not important (the exercise is how you get there) might be helpful?"
2,Day 3,lecture presentations,"I liked the combination between reading, exercises and code-along sessions",more code-along seesions
2,Day 3,lecture presentations,all good!,all good!
2,Day 3,lecture presentations,Amount of information and length.,NA
2,Day 3,lecture presentations,Nice pacing with mixed reading and exercises,Clearer breaks and scheduling
2,Day 3,lecture presentations,easy to follow and clear,NA
2,Day 3,lecture presentations,Everything,I do't know
2,Day 3,lecture presentations,"structured, clear",it was good
2,Day 3,lecture presentations,They were very clear and the message was also clear.,It went ver fast towards the end of the data visualisation part.
2,Day 3,lecture presentations,"They were clear and fun, thank you","perhaps adjusted speed at some time. some lectures felt slower and some felt faster, but overall it was fun"
2,Day 3,lecture presentations,nothing to add,nothing to add
2,Day 3,lecture presentations,The speakers were engaging!!,really liked it
2,Day 3,lecture presentations,no complains,a bit higher tempo
2,Day 3,lecture presentations,The reading tasks and practical components.,"I was happy with them, the font was sometimes a bit small but that's not really an issue."
2,Day 3,lecture presentations,Perfectly fine.,Nothing.
2,Day 3,lecture presentations,I was very understandable. I liked the energy/ excitement of Luke,Not sure. I really liked them
2,Day 3,lecture presentations,"Good speakers, good amount of breaks and most of it was very visual",Less reading portions would be great
2,Day 3,lecture presentations,Having  to read the lectures individually and then just talk about key points,I think it was ok
2,Day 3,lecture presentations,"The professors were very engaged, and discussed the topics on the slides at length.","It might have been nice to have some more theory-based presentations. It seemed like certain concepts (YAML, HTML, README, etc.) were introduced to students before real explanations of these things were provided."
2,Day 3,lecture presentations,"Not too much text on the slides, easy to follow",Really small to read
2,Day 3,lecture presentations,It was very interesting,I think it was great
2,Day 3,lecture presentations,It was all good!,Nothing.
2,Day 3,lecture presentations,the information was clear and detailed.,add information on how to delete files from GitHub
2,Day 3,lecture presentations,Engaged teachers!,*
2,Day 3,lecture presentations,Your strength of feeling came across very clearly,They were solid
2,Day 3,lecture presentations,Everything.,Nothing.
2,Day 3,lecture presentations,Clear and informative.,Do not have a suggestion.
2,Day 3,lecture presentations,Everything was very clear.,"Maybe some basic concepts could be included in the slides.  For example, the basic structure of ggplot can be stated in the slides, etc."
2,Day 3,lecture presentations,Everything seemed okay.,Everything seemed okay.
2,Day 3,lecture presentations,I think they were really straight-forward and helpful.,I have no suggestion. I want to keep them forever :)
2,Day 3,lecture presentations,Clear slides and interesting introduction on the first day,Display of code can be larger
2,Day 3,lecture presentations,?,Don't know.
2,Day 3,lecture presentations,Great idea with the stickers!,everything was fine!
2,Day 3,lecture presentations,"Pace, level of explanations, the continuous help from helpers...",Maybe a bit less reading
2,Day 3,lecture presentations,It was a good idea to make us read concept and then to emphasise in the lecture presentations.,I think the lectures were very good having the website as a support.
2,Day 3,lecture presentations,A new look at the use of coding and reproducibility.,Everything was good.
2,Day 3,lecture presentations,The material was good and clearly explained.,I was happy with the material.
2,Day 3,lecture presentations,Don't know,Don't know
